Data Entrada,Ativo,Regime,Score,Preço Entrada,Stop Loss,Alvo 1,Alvo 2,Datas Saída,Preços Saída,Motivo Saída,Resultado (R$),Saldo Acumulado (R$)
2023-03-20 16:00,EGLD,Consolidação (1.8R),100/100,$46.9935,$44.1739 (-6.00%),$52.0688,$54.8884,2023-03-21 00:00,$44.1385,Stop Loss Inicial (Pessimista),"R$ -1,790.19","R$ 67,170.49"
2023-03-17 04:00,ENS,Consolidação (1.8R),100/100,$14.2861,$13.4290 (-6.00%),$15.8290,$16.6862,2023-03-21 04:00,$13.4182,Stop Loss Inicial (Pessimista),"R$ -1,873.64","R$ 65,333.58"
2023-03-21 04:00,FLOW,Consolidação (1.8R),100/100,$1.1206,$1.0533 (-6.00%),$1.2416,$1.3088,2023-03-21 08:00,$1.0525,Stop Loss Inicial (Pessimista),"R$ -1,695.95","R$ 63,631.59"
2023-03-21 12:00,XRP,Consolidação (1.8R),100/100,$0.3911,$0.3911 (-4.22%),$0.4208,$0.4373,2023-03-21 16:00 | 2023-03-21 16:00,$0.4208 | $0.4373,Alvo 1 (1.8R) | Alvo 2,"R$ +3,594.92","R$ 67,220.50"
2023-03-21 00:00,RLC,Consolidação (1.8R),100/100,$1.7013,$1.7013 (-6.00%),$1.8850,$1.9871,2023-03-22 00:00 | 2023-03-22 04:00,$1.8850 | $1.9871,Alvo 1 (1.8R) | Alvo 2,"R$ +3,808.28","R$ 71,002.06"
2023-03-21 16:00,TRX,Consolidação (1.8R),100/100,$0.0665,$0.0646 (-2.82%),$0.0699,$0.0717,2023-03-22 16:00,$0.0646,Stop Loss Inicial (Pessimista),"R$ -1,831.85","R$ 69,215.05"
2023-03-22 16:00,LINK,Consolidação (1.8R),100/100,$7.6018,$7.3148 (-3.78%),$8.1185,$8.4055,2023-03-22 20:00,$7.3089,Stop Loss Inicial (Pessimista),"R$ -1,833.07","R$ 67,381.98"
2023-03-23 16:00,ETH,Tendência (2.5R),100/100,$1838.3587,$1728.0572 (-6.00%),$2114.1125,$2279.5648,2023-03-24 08:00,$1726.6748,Stop Loss Inicial (Pessimista),"R$ -1,751.70","R$ 65,615.58"
2023-03-24 08:00,DUSK,Consolidação (1.8R),100/100,$0.2222,$0.2088 (-6.00%),$0.2461,$0.2595,2023-03-24 12:00,$0.2087,Stop Loss Inicial (Pessimista),"R$ -1,700.71","R$ 63,914.87"
2023-03-26 12:00,GTC,Tendência (2.5R),100/100,$2.4032,$2.4032 (-4.93%),$2.6992,$2.8768,2023-03-27 04:00,$2.4013,Stop no Breakeven (Pessimista),R$ -81.13,"R$ 63,768.63"
2023-03-27 04:00,NEO,Consolidação (1.8R),100/100,$12.7684,$12.0051 (-5.98%),$14.1424,$14.9057,2023-03-27 12:00,$11.9955,Stop Loss Inicial (Pessimista),"R$ -1,655.71","R$ 62,106.81"
2023-03-16 16:00,BNB,Tendência (2.5R),100/100,$326.3731,$306.7907 (-6.00%),$375.3291,$404.7027,2023-03-27 16:00,$306.5453,Stop Loss Inicial (Pessimista),"R$ -1,938.48","R$ 60,286.22"
2023-03-25 00:00,XMR,Consolidação (1.8R),100/100,$161.8409,$153.4406 (-5.19%),$176.9614,$185.3617,2023-03-27 20:00,$153.3178,Stop Loss Inicial (Pessimista),"R$ -1,690.63","R$ 58,640.31"
2023-03-28 16:00,XLM,Consolidação (1.8R),100/100,$0.0948,$0.0948 (-3.46%),$0.1008,$0.1040,2023-03-29 00:00 | 2023-03-29 00:00,$0.1008 | $0.1040,Alvo 1 (1.8R) | Alvo 2,"R$ +3,301.16","R$ 61,914.86"
2023-03-28 20:00,ADA,Consolidação (1.8R),100/100,$0.3627,$0.3627 (-4.13%),$0.3896,$0.4046,2023-03-29 08:00 | 2023-03-31 12:00,$0.3896 | $0.4046,Alvo 1 (1.8R) | Alvo 2,"R$ +3,295.51","R$ 65,236.98"
2023-03-31 12:00,ZRX,Tendência (2.5R),100/100,$0.2397,$0.2397 (-4.32%),$0.2656,$0.2812,2023-03-31 16:00 | 2023-03-31 20:00,$0.2656 | $0.2812,Alvo 1 (2.5R) | Alvo 2,"R$ +5,234.14","R$ 70,425.78"
2023-03-31 12:00,CELO,Tendência (2.5R),100/100,$0.6893,$0.6480 (-6.00%),$0.7927,$0.8548,2023-04-01 16:00,$0.6475,Stop Loss Inicial (Pessimista),"R$ -1,701.50","R$ 70,210.91"
2023-03-31 16:00,ZIL,Consolidação (1.8R),100/100,$0.0286,$0.0286 (-5.66%),$0.0315,$0.0331,2023-04-01 12:00 | 2023-04-03 12:00,$0.0315 | $0.0300,Alvo 1 (1.8R) | Trailing EMA20,"R$ +2,153.46","R$ 70,850.02"
2023-04-03 12:00,INJ,Tendência (2.5R),100/100,$5.3777,$5.3777 (-6.00%),$6.1843,$6.6683,2023-04-04 04:00,$5.3734,Stop no Breakeven (Pessimista),R$ -74.12,"R$ 70,763.07"
2023-04-04 12:00,ETH,Consolidação (1.8R),100/100,$1865.1121,$1865.1121 (-3.87%),$1995.0283,$2067.2039,2023-04-06 08:00,$1863.6200,Stop no Breakeven (Pessimista),R$ -132.97,"R$ 70,584.90"
2023-04-06 08:00,QTUM,Consolidação (1.8R),100/100,$3.1886,$3.1886 (-3.86%),$3.4099,$3.5328,2023-04-06 20:00,$3.1860,Stop no Breakeven (Pessimista),R$ -109.88,"R$ 70,468.67"
2023-04-07 00:00,VET,Consolidação (1.8R),100/100,$0.0246,$0.0238 (-3.26%),$0.0261,$0.0269,2023-04-07 08:00,$0.0238,Stop Loss Inicial (Pessimista),"R$ -1,888.22","R$ 68,567.76"
2023-04-07 08:00,INJ,Tendência (2.5R),100/100,$5.8719,$5.5196 (-6.00%),$6.7527,$7.2812,2023-04-08 00:00,$5.5152,Stop Loss Inicial (Pessimista),"R$ -1,782.69","R$ 66,772.29"
2023-04-03 08:00,BAND,Consolidação (1.8R),100/100,$1.8251,$1.8251 (-6.00%),$2.0222,$2.1317,2023-04-10 12:00 | 2023-04-10 12:00,$2.0222 | $2.1317,Alvo 1 (1.8R) | Alvo 2,"R$ +3,926.68","R$ 70,705.75"
2023-04-10 16:00,INJ,Tendência (2.5R),100/100,$5.7979,$5.7979 (-4.01%),$6.3787,$6.7271,2023-04-10 20:00 | 2023-04-11 16:00,$6.3787 | $6.7271,Alvo 1 (2.5R) | Alvo 2,"R$ +5,666.48","R$ 78,424.48"
2023-04-11 16:00,ZEC,Consolidação (1.8R),100/100,$40.2001,$38.8076 (-3.46%),$42.7066,$44.0991,2023-04-12 00:00,$38.7765,Stop Loss Inicial (Pessimista),"R$ -2,093.13","R$ 76,326.42"
2023-04-09 04:00,JASMY,Tendência (2.5R),100/100,$0.0056,$0.0056 (-6.00%),$0.0065,$0.0070,2023-04-10 20:00 | 2023-04-14 12:00,$0.0065 | $0.0061,Alvo 1 (2.5R) | Trailing EMA20,"R$ +3,197.20","R$ 77,416.53"
2023-04-12 16:00,NEAR,Consolidação (1.8R),100/100,$2.1601,$2.1601 (-4.91%),$2.3510,$2.4571,2023-04-14 12:00,$2.1584,Stop no Breakeven (Pessimista),R$ -109.18,"R$ 77,356.34"
2023-04-01 04:00,LTC,Consolidação (1.8R),100/100,$93.3166,$93.3166 (-4.97%),$101.6568,$106.2902,2023-04-15 04:00,$96.2900,Time-Stop (14d),R$ +928.11,"R$ 78,451.37"
2023-04-15 08:00,CELO,Consolidação (1.8R),100/100,$0.7144,$0.7144 (-3.94%),$0.7650,$0.7932,2023-04-17 04:00,$0.7138,Stop no Breakeven (Pessimista),R$ -139.39,"R$ 78,232.33"
2023-04-17 00:00,CRV,Tendência (2.5R),100/100,$1.1046,$1.0662 (-3.47%),$1.2005,$1.2581,2023-04-17 08:00,$1.0653,Stop Loss Inicial (Pessimista),"R$ -2,090.79","R$ 76,180.67"
2023-04-15 20:00,FIL,Consolidação (1.8R),100/100,$6.4282,$6.0438 (-5.98%),$7.1201,$7.5044,2023-04-17 12:00,$6.0390,Stop Loss Inicial (Pessimista),"R$ -2,048.50","R$ 74,172.69"
2023-04-18 04:00,LTC,Tendência (2.5R),100/100,$101.9510,$96.9156 (-4.94%),$114.5392,$122.0922,2023-04-19 08:00,$96.8381,Stop Loss Inicial (Pessimista),"R$ -1,952.51","R$ 72,153.76"
2023-04-18 08:00,CRV,Consolidação (1.8R),100/100,$1.0835,$1.0286 (-5.07%),$1.1824,$1.2374,2023-04-19 08:00,$1.0278,Stop Loss Inicial (Pessimista),"R$ -1,945.19","R$ 70,243.16"
2023-04-18 12:00,DUSK,Tendência (2.5R),100/100,$0.2056,$0.1943 (-5.53%),$0.2340,$0.2511,2023-04-19 08:00,$0.1941,Stop Loss Inicial (Pessimista),"R$ -1,936.84","R$ 68,338.15"
2023-04-22 20:00,ZIL,Consolidação (1.8R),100/100,$0.0345,$0.0325 (-6.00%),$0.0383,$0.0403,2023-04-23 12:00,$0.0324,Stop Loss Inicial (Pessimista),"R$ -1,776.19","R$ 66,531.69"
2023-04-22 12:00,CELR,Tendência (2.5R),100/100,$0.0271,$0.0271 (-6.00%),$0.0312,$0.0336,2023-04-23 16:00,$0.0271,Stop no Breakeven (Pessimista),R$ -77.27,"R$ 66,484.69"
2023-04-26 00:00,BNB,Consolidação (1.8R),100/100,$338.1990,$329.6178 (-2.54%),$353.6452,$362.2265,2023-04-26 16:00,$329.3541,Stop Loss Inicial (Pessimista),"R$ -1,823.04","R$ 64,661.65"
2023-04-27 20:00,WOO,Consolidação (1.8R),100/100,$0.2995,$0.2815 (-6.00%),$0.3318,$0.3498,2023-04-29 00:00,$0.2813,Stop Loss Inicial (Pessimista),"R$ -1,686.44","R$ 62,933.95"
2023-04-28 16:00,DYDX,Consolidação (1.8R),100/100,$2.7154,$2.5592 (-5.75%),$2.9965,$3.1527,2023-05-01 00:00,$2.5571,Stop Loss Inicial (Pessimista),"R$ -1,697.10","R$ 61,241.79"
2023-04-28 20:00,SOL,Consolidação (1.8R),100/100,$23.3106,$21.9120 (-6.00%),$25.8282,$27.2268,2023-05-01 00:00,$21.8945,Stop Loss Inicial (Pessimista),"R$ -1,693.40","R$ 59,584.70"
2023-05-03 08:00,JASMY,Consolidação (1.8R),100/100,$0.0067,$0.0067 (-5.55%),$0.0074,$0.0078,2023-05-05 12:00 | 2023-05-05 16:00,$0.0074 | $0.0078,Alvo 1 (1.8R) | Alvo 2,"R$ +3,360.45","R$ 62,821.79"
2023-05-01 08:00,TRX,Tendência (2.5R),100/100,$0.0681,$0.0681 (-2.50%),$0.0723,$0.0749,2023-05-08 00:00,$0.0680,Stop no Breakeven (Pessimista),R$ -258.48,"R$ 62,686.67"
2023-05-28 04:00,ETH,Consolidação (1.8R),100/100,$1850.9250,$1850.9250 (-2.50%),$1934.2166,$1980.4897,2023-05-31 12:00,$1849.4443,Stop no Breakeven (Pessimista),R$ -208.05,"R$ 62,478.63"
2023-06-25 04:00,SNX,Consolidação (1.8R),100/100,$2.0670,$2.0670 (-6.00%),$2.2903,$2.4143,2023-06-25 08:00 | 2023-06-26 16:00,$2.2903 | $2.0654,Alvo 1 (1.8R) | Stop Breakeven 0x0 2ª metade (Pessimista),"R$ +1,346.98","R$ 63,737.41"
2023-06-25 08:00,ETH,Tendência (2.5R),100/100,$1911.8054,$1859.3534 (-2.74%),$2042.9354,$2121.6134,2023-06-26 16:00,$1857.8659,Stop Loss Inicial (Pessimista),"R$ -1,750.44","R$ 62,047.82"
2023-06-28 00:00,WOO,Consolidação (1.8R),100/100,$0.2285,$0.2150 (-5.91%),$0.2528,$0.2663,2023-06-28 08:00,$0.2149,Stop Loss Inicial (Pessimista),"R$ -1,610.42","R$ 60,382.86"
2023-06-26 16:00,INJ,Consolidação (1.8R),100/100,$7.6068,$7.1504 (-6.00%),$8.4283,$8.8847,2023-06-28 16:00,$7.1447,Stop Loss Inicial (Pessimista),"R$ -1,623.63","R$ 58,787.94"
2023-06-29 08:00,COMP,Tendência (2.5R),100/100,$44.0220,$44.0220 (-6.00%),$50.6253,$54.5873,2023-06-29 12:00 | 2023-06-30 00:00,$50.6253 | $54.5873,Alvo 1 (2.5R) | Alvo 2,"R$ +4,732.69","R$ 63,484.47"
2023-06-29 12:00,SNX,Tendência (2.5R),100/100,$2.2641,$2.2641 (-6.00%),$2.6038,$2.8075,2023-06-30 12:00,$2.2623,Stop no Breakeven (Pessimista),R$ -65.78,"R$ 63,404.35"
2023-06-30 04:00,CRV,Consolidação (1.8R),100/100,$0.7224,$0.7224 (-4.23%),$0.7774,$0.8080,2023-06-30 12:00,$0.7218,Stop no Breakeven (Pessimista),R$ -90.10,"R$ 63,346.26"
2023-06-30 12:00,LINK,Consolidação (1.8R),100/100,$6.2321,$6.2321 (-3.68%),$6.6448,$6.8741,2023-07-03 08:00 | 2023-07-04 04:00,$6.6448 | $6.4650,Alvo 1 (1.8R) | Trailing EMA20,"R$ +2,118.89","R$ 65,377.96"
2023-06-26 08:00,XMR,Tendência (2.5R),100/100,$164.2621,$164.2621 (-4.37%),$182.2161,$192.9885,2023-07-05 08:00,$164.1307,Stop no Breakeven (Pessimista),R$ -183.88,"R$ 65,236.68"
2023-07-06 08:00,BCH,Tendência (2.5R),100/100,$292.1860,$274.6549 (-6.00%),$336.0139,$362.3107,2023-07-06 20:00,$274.4351,Stop Loss Inicial (Pessimista),"R$ -1,692.58","R$ 63,498.73"
2023-07-07 04:00,1000XEC,Tendência (2.5R),100/100,$0.0380,$0.0357 (-6.00%),$0.0437,$0.0471,2023-07-08 12:00,$0.0357,Stop Loss Inicial (Pessimista),"R$ -1,656.15","R$ 61,797.01"
2023-07-04 12:00,TRX,Consolidação (1.8R),100/100,$0.0782,$0.0782 (-2.50%),$0.0817,$0.0837,2023-07-09 16:00,$0.0781,Stop no Breakeven (Pessimista),R$ -254.93,"R$ 61,659.04"
2023-07-09 16:00,COMP,Consolidação (1.8R),100/100,$59.6798,$59.6798 (-6.00%),$66.1252,$69.7060,2023-07-11 08:00 | 2023-07-12 20:00,$66.1252 | $69.7060,Alvo 1 (1.8R) | Alvo 2,"R$ +3,485.52","R$ 65,061.95"
2023-07-10 04:00,CRV,Consolidação (1.8R),100/100,$0.8084,$0.7762 (-3.98%),$0.8664,$0.8986,2023-07-13 04:00,$0.7756,Stop Loss Inicial (Pessimista),"R$ -1,661.65","R$ 63,457.24"
2023-07-13 16:00,CRV,Consolidação (1.8R),100/100,$0.8234,$0.8234 (-5.97%),$0.9120,$0.9611,2023-07-14 16:00,$0.8228,Stop no Breakeven (Pessimista),R$ -69.13,"R$ 63,314.13"
2023-07-13 16:00,TRX,Consolidação (1.8R),100/100,$0.0795,$0.0795 (-2.50%),$0.0831,$0.0851,2023-07-14 16:00,$0.0794,Stop no Breakeven (Pessimista),R$ -165.17,"R$ 63,209.54"
2023-06-30 20:00,ETH,Consolidação (1.8R),100/100,$1926.9230,$1811.3076 (-6.00%),$2135.0307,$2250.6460,2023-07-14 20:00,$1936.7400,Time-Stop (14d),R$ -14.80,"R$ 63,324.04"
2023-07-15 12:00,COMP,Tendência (2.5R),100/100,$75.9179,$75.9179 (-6.00%),$87.3056,$94.1382,2023-07-17 00:00,$75.8572,Stop no Breakeven (Pessimista),R$ -74.04,"R$ 63,225.28"
2023-07-16 08:00,CELO,Consolidação (1.8R),100/100,$0.5153,$0.5153 (-5.43%),$0.5656,$0.5936,2023-07-17 00:00 | 2023-07-17 08:00,$0.5656 | $0.5936,Alvo 1 (1.8R) | Alvo 2,"R$ +3,585.33","R$ 66,794.93"
2023-07-17 04:00,SUSHI,Consolidação (1.8R),100/100,$0.7468,$0.7468 (-6.00%),$0.8274,$0.8722,2023-07-17 12:00,$0.7462,Stop no Breakeven (Pessimista),R$ -64.64,"R$ 66,747.89"
2023-07-17 12:00,KNC,Tendência (2.5R),100/100,$0.6345,$0.6006 (-5.34%),$0.7192,$0.7700,2023-07-17 16:00,$0.6002,Stop Loss Inicial (Pessimista),"R$ -1,740.92","R$ 64,983.54"
2023-07-17 12:00,ZRX,Tendência (2.5R),100/100,$0.2392,$0.2249 (-6.00%),$0.2751,$0.2966,2023-07-17 16:00,$0.2247,Stop Loss Inicial (Pessimista),"R$ -1,731.95","R$ 63,272.44"
2023-07-17 04:00,DYDX,Tendência (2.5R),100/100,$2.1861,$2.0549 (-6.00%),$2.5140,$2.7108,2023-07-18 04:00,$2.0533,Stop Loss Inicial (Pessimista),"R$ -1,682.54","R$ 61,580.51"
2023-07-18 04:00,FLOW,Consolidação (1.8R),100/100,$0.6583,$0.6188 (-6.00%),$0.7294,$0.7689,2023-07-18 16:00,$0.6183,Stop Loss Inicial (Pessimista),"R$ -1,601.02","R$ 59,970.37"
2023-07-18 00:00,XMR,Consolidação (1.8R),100/100,$168.0140,$162.2813 (-3.41%),$178.3328,$184.0655,2023-07-21 04:00,$162.1515,Stop Loss Inicial (Pessimista),"R$ -1,727.21","R$ 58,229.63"
2023-07-21 04:00,DYDX,Tendência (2.5R),100/100,$2.2761,$2.1396 (-6.00%),$2.6176,$2.8224,2023-07-21 16:00,$2.1379,Stop Loss Inicial (Pessimista),"R$ -1,513.88","R$ 56,705.01"
2023-07-20 08:00,NEAR,Consolidação (1.8R),100/100,$1.5668,$1.4728 (-6.00%),$1.7360,$1.8300,2023-07-21 20:00,$1.4716,Stop Loss Inicial (Pessimista),"R$ -1,562.64","R$ 55,152.95"
2023-07-21 16:00,SNX,Tendência (2.5R),100/100,$3.1226,$2.9352 (-6.00%),$3.5909,$3.8720,2023-07-22 04:00,$2.9329,Stop Loss Inicial (Pessimista),"R$ -1,472.02","R$ 53,695.64"
2023-07-19 16:00,DOGE,Consolidação (1.8R),100/100,$0.0713,$0.0713 (-5.08%),$0.0778,$0.0814,2023-07-22 08:00,$0.0712,Stop no Breakeven (Pessimista),R$ -91.52,"R$ 53,581.25"
2023-07-22 04:00,VET,Consolidação (1.8R),100/100,$0.0197,$0.0191 (-3.28%),$0.0209,$0.0216,2023-07-22 20:00,$0.0191,Stop Loss Inicial (Pessimista),"R$ -1,441.66","R$ 52,161.03"
2023-07-22 04:00,T,Consolidação (1.8R),100/100,$0.0242,$0.0235 (-2.87%),$0.0255,$0.0262,2023-07-24 08:00,$0.0235,Stop Loss Inicial (Pessimista),"R$ -1,480.05","R$ 50,681.96"
2023-07-23 04:00,FIL,Tendência (2.5R),100/100,$4.6303,$4.3525 (-6.00%),$5.3249,$5.7416,2023-07-24 08:00,$4.3490,Stop Loss Inicial (Pessimista),"R$ -1,360.35","R$ 49,344.33"
2023-07-23 20:00,OP,Tendência (2.5R),100/100,$1.6133,$1.5269 (-5.36%),$1.8293,$1.9590,2023-07-24 08:00,$1.5257,Stop Loss Inicial (Pessimista),"R$ -1,361.74","R$ 48,003.18"
2023-08-01 20:00,MTL,Tendência (2.5R),100/100,$1.4104,$1.4104 (-6.00%),$1.6220,$1.7489,2023-08-04 04:00,$1.4093,Stop no Breakeven (Pessimista),R$ -60.38,"R$ 47,942.80"
2023-08-10 16:00,ASTR,Consolidação (1.8R),100/100,$0.0531,$0.0531 (-5.38%),$0.0583,$0.0611,2023-08-12 00:00 | 2023-08-12 00:00,$0.0583 | $0.0611,Alvo 1 (1.8R) | Alvo 2,"R$ +2,709.83","R$ 50,607.28"
2023-08-14 16:00,LINK,Consolidação (1.8R),100/100,$7.5888,$7.3991 (-2.50%),$7.9303,$8.1200,2023-08-14 20:00,$7.3932,Stop Loss Inicial (Pessimista),"R$ -1,408.19","R$ 50,225.08"
2023-08-14 16:00,STG,Tendência (2.5R),100/100,$0.6543,$0.6270 (-4.17%),$0.7226,$0.7635,2023-08-15 08:00,$0.6265,Stop Loss Inicial (Pessimista),"R$ -1,365.55","R$ 48,879.93"
2023-08-08 16:00,SUSHI,Consolidação (1.8R),100/100,$0.7274,$0.7274 (-4.58%),$0.7873,$0.8206,2023-08-14 04:00 | 2023-08-15 16:00,$0.7873 | $0.7268,Alvo 1 (1.8R) | Stop Breakeven 0x0 2ª metade (Pessimista),R$ +979.47,"R$ 48,858.35"
2023-09-19 12:00,STORJ,Tendência (2.5R),100/100,$0.4174,$0.4174 (-6.00%),$0.4800,$0.5176,2023-09-20 04:00,$0.4171,Stop no Breakeven (Pessimista),R$ -50.83,"R$ 48,774.91"
2023-09-19 12:00,CELO,Tendência (2.5R),100/100,$0.4572,$0.4410 (-3.55%),$0.4979,$0.5222,2023-09-21 12:00,$0.4406,Stop Loss Inicial (Pessimista),"R$ -1,318.67","R$ 47,488.85"
2023-09-29 16:00,MANA,Consolidação (1.8R),100/100,$0.3065,$0.3065 (-3.15%),$0.3239,$0.3335,2023-09-29 20:00 | 2023-09-30 04:00,$0.3239 | $0.3062,Alvo 1 (1.8R) | Stop Breakeven 0x0 2ª metade (Pessimista),"R$ +1,014.95","R$ 50,537.36"
2023-09-28 16:00,INJ,Consolidação (1.8R),100/100,$7.2226,$7.2226 (-3.13%),$7.6299,$7.8562,2023-09-30 00:00 | 2023-09-30 16:00,$7.6299 | $7.8562,Alvo 1 (1.8R) | Alvo 2,"R$ +2,650.69","R$ 52,176.04"
2023-09-30 16:00,CRV,Tendência (2.5R),100/100,$0.5343,$0.5183 (-2.99%),$0.5742,$0.5981,2023-09-30 20:00,$0.5179,Stop Loss Inicial (Pessimista),"R$ -1,402.74","R$ 50,773.30"
2023-09-28 12:00,AAVE,Consolidação (1.8R),100/100,$62.7914,$62.7914 (-4.12%),$67.4457,$70.0314,2023-09-29 04:00 | 2023-10-01 08:00,$67.4457 | $70.0314,Alvo 1 (1.8R) | Alvo 2,"R$ +2,668.45","R$ 52,420.21"
2023-10-02 00:00,CRV,Tendência (2.5R),100/100,$0.5383,$0.5117 (-4.93%),$0.6046,$0.6445,2023-10-02 12:00,$0.5113,Stop Loss Inicial (Pessimista),"R$ -1,372.12","R$ 51,023.92"
2023-10-02 00:00,BCH,Tendência (2.5R),100/100,$242.2911,$242.2911 (-4.61%),$270.2136,$286.9671,2023-10-03 04:00,$242.0973,Stop no Breakeven (Pessimista),R$ -74.04,"R$ 50,974.04"
2023-10-04 00:00,TRX,Tendência (2.5R),100/100,$0.0906,$0.0869 (-4.05%),$0.0998,$0.1053,2023-10-06 08:00,$0.0869,Stop Loss Inicial (Pessimista),"R$ -1,366.10","R$ 49,587.92"
2023-10-06 08:00,LPT,Consolidação (1.8R),100/100,$6.2671,$5.8911 (-6.00%),$6.9440,$7.3200,2023-10-08 00:00,$5.8864,Stop Loss Inicial (Pessimista),"R$ -1,295.14","R$ 48,253.16"
2023-10-05 08:00,AAVE,Tendência (2.5R),100/100,$70.0150,$65.8141 (-6.00%),$80.5172,$86.8186,2023-10-08 08:00,$65.7614,Stop Loss Inicial (Pessimista),"R$ -1,338.59","R$ 46,907.94"
2023-10-08 04:00,DYDX,Consolidação (1.8R),100/100,$2.0840,$2.0319 (-2.50%),$2.1778,$2.2299,2023-10-08 08:00,$2.0303,Stop Loss Inicial (Pessimista),"R$ -1,320.01","R$ 45,621.51"
2023-10-08 12:00,XVS,Consolidação (1.8R),100/100,$5.2906,$5.0488 (-4.57%),$5.7259,$5.9677,2023-10-08 16:00,$5.0448,Stop Loss Inicial (Pessimista),"R$ -1,198.54","R$ 44,420.35"
2023-10-06 16:00,STX,Consolidação (1.8R),100/100,$0.5062,$0.4820 (-4.76%),$0.5496,$0.5737,2023-10-09 08:00,$0.4817,Stop Loss Inicial (Pessimista),"R$ -1,317.94","R$ 43,104.41"
2023-10-09 04:00,KNC,Consolidação (1.8R),100/100,$0.7068,$0.6891 (-2.50%),$0.7386,$0.7562,2023-10-09 08:00,$0.6885,Stop Loss Inicial (Pessimista),"R$ -1,215.02","R$ 41,922.70"
2023-10-17 16:00,KNC,Tendência (2.5R),100/100,$0.6789,$0.6789 (-4.26%),$0.7512,$0.7945,2023-10-18 20:00,$0.6784,Stop no Breakeven (Pessimista),R$ -64.12,"R$ 41,858.58"
2023-10-20 12:00,LINK,Tendência (2.5R),100/100,$7.6098,$7.6098 (-3.02%),$8.1847,$8.5297,2023-10-21 12:00 | 2023-10-21 12:00,$8.1847 | $8.5297,Alvo 1 (2.5R) | Alvo 2,"R$ +3,335.93","R$ 45,179.70"
2023-10-21 04:00,ZRX,Tendência (2.5R),100/100,$0.2257,$0.2257 (-6.00%),$0.2596,$0.2799,2023-10-24 12:00,$0.2255,Stop no Breakeven (Pessimista),R$ -57.36,"R$ 45,137.15"
2023-10-29 08:00,ZRX,Consolidação (1.8R),100/100,$0.2507,$0.2507 (-6.00%),$0.2778,$0.2928,2023-10-30 04:00 | 2023-10-31 00:00,$0.2778 | $0.2928,Alvo 1 (1.8R) | Alvo 2,"R$ +2,557.32","R$ 48,682.35"
2023-10-29 08:00,BLUR,Tendência (2.5R),100/100,$0.2401,$0.2401 (-6.00%),$0.2761,$0.2977,2023-10-31 08:00,$0.2399,Stop no Breakeven (Pessimista),R$ -55.07,"R$ 48,650.25"
2023-10-30 04:00,TRB,Consolidação (1.8R),100/100,$109.9549,$109.9549 (-6.00%),$121.8301,$128.4274,2023-10-30 08:00 | 2023-10-31 08:00,$121.8301 | $109.8670,Alvo 1 (1.8R) | Stop Breakeven 0x0 2ª metade (Pessimista),R$ +994.99,"R$ 48,634.39"
2023-11-01 16:00,INJ,Tendência (2.5R),100/100,$14.5493,$14.5493 (-6.00%),$16.7317,$18.0411,2023-11-02 12:00,$14.5376,Stop no Breakeven (Pessimista),R$ -50.79,"R$ 50,045.68"
2023-11-01 16:00,QTUM,Tendência (2.5R),100/100,$3.1526,$3.1526 (-4.15%),$3.4794,$3.6755,2023-11-01 20:00 | 2023-11-03 00:00,$3.4794 | $3.1501,Alvo 1 (2.5R) | Stop Breakeven 0x0 2ª metade (Pessimista),"R$ +1,456.45","R$ 50,017.96"
2023-11-01 20:00,CRV,Consolidação (1.8R),100/100,$0.5103,$0.5103 (-6.00%),$0.5654,$0.5960,2023-11-05 00:00 | 2023-11-07 12:00,$0.5654 | $0.5450,Alvo 1 (1.8R) | Trailing EMA20,"R$ +1,775.62","R$ 53,293.86"
2023-11-04 00:00,LDO,Consolidação (1.8R),100/100,$1.9308,$1.9308 (-6.00%),$2.1393,$2.2551,2023-11-07 12:00,$1.9292,Stop no Breakeven (Pessimista),R$ -69.69,"R$ 53,261.59"
2023-11-03 16:00,TRB,Tendência (2.5R),100/100,$114.2871,$114.2871 (-6.00%),$131.4302,$141.7160,2023-11-07 00:00 | 2023-11-08 16:00,$131.4302 | $141.7160,Alvo 1 (2.5R) | Alvo 2,"R$ +4,001.72","R$ 55,726.66"
2023-11-09 04:00,ETH,Consolidação (1.8R),100/100,$1920.6098,$1920.6098 (-2.50%),$2007.0373,$2055.0525,2023-11-09 12:00 | 2023-11-09 12:00,$2007.0373 | $2055.0525,Alvo 1 (1.8R) | Alvo 2,"R$ +3,111.39","R$ 58,809.19"
2023-11-07 20:00,SOL,Tendência (2.5R),100/100,$43.8819,$43.8819 (-6.00%),$50.4642,$54.4136,2023-11-09 16:00,$43.8468,Stop no Breakeven (Pessimista),R$ -64.45,"R$ 58,754.18"
2023-11-08 20:00,STX,Consolidação (1.8R),100/100,$0.7122,$0.6694 (-6.00%),$0.7891,$0.8318,2023-11-09 16:00,$0.6689,Stop Loss Inicial (Pessimista),"R$ -1,451.15","R$ 57,325.10"
2023-11-09 12:00,RUNE,Tendência (2.5R),100/100,$3.7109,$3.4882 (-6.00%),$4.2675,$4.6015,2023-11-09 16:00,$3.4854,Stop Loss Inicial (Pessimista),"R$ -1,526.84","R$ 55,816.64"
2023-11-11 20:00,FLOW,Tendência (2.5R),100/100,$0.6773,$0.6773 (-6.00%),$0.7789,$0.8399,2023-11-13 00:00,$0.6768,Stop no Breakeven (Pessimista),R$ -63.02,"R$ 55,726.84"
