Data Entrada,Ativo,Direção,Regime,Regime Macro,Classe,Score,Preço Entrada,Stop Inicial,Stop Final,BE/Parcial (2.0R),MAE (R),MFE (R),Datas Saída,Preços Saída,Motivo Saída,Taxas (R$),Funding (R$),Resultado (R$),Resultado (R),Saldo Acumulado (R$)
2023-04-23 04:00,BNB,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,109.3,$330.2250,$307.5989 (6.85%),$307.5989,$375.4772,-0.83,0.52,2023-05-10 16:00,$307.3528,Stop Loss Inicial,R$ 61.83,R$ -998.64,"R$ -1,822.43",-0.67,"R$ 141,817.52"
2023-05-29 04:00,INJ,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,109.6,$7.0045,$6.4441 (8.00%),$7.0115,$8.1252,-0.01,1.83,2023-06-02 08:00 | 2023-06-05 12:00,$8.1252 | $7.0059,Parcial Segurança (2.0R / 50%) | Stop BE Runner (50%),R$ 25.28,R$ -53.77,"R$ +1,326.53",1.02,"R$ 143,144.04"
2023-06-27 04:00,INJ,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,111.0,$7.5558,$6.9513 (8.00%),$6.9513,$8.7647,-0.33,0.35,2023-06-28 16:00,$6.9458,Stop Loss Inicial,R$ 51.21,R$ -17.30,"R$ -2,683.04",-1.02,"R$ 140,461.00"
2023-07-01 08:00,SFP,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,103.5,$0.4756,$0.4376 (8.00%),$0.4376,$0.5517,-1.0,0.28,2023-07-06 12:00,$0.4372,Stop Loss Inicial,R$ 50.43,R$ 40.29,"R$ -2,699.83",-1.04,"R$ 137,761.17"
2023-07-08 20:00,KAVA,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,97.6,$0.9507,$0.8901 (6.37%),$0.9516,$1.0718,-0.34,1.7,2023-07-12 08:00 | 2023-07-13 00:00,$1.0718 | $0.9509,Parcial Segurança (2.0R / 50%) | Stop BE Runner (50%),R$ 61.84,R$ -23.19,"R$ +2,509.82",0.99,"R$ 140,270.99"
2023-06-30 12:00,TRX,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,99.8,$0.0765,$0.0712 (6.90%),$0.0712,$0.0871,-0.19,1.04,2023-07-21 12:00,$0.0813,Time-Stop (21d),R$ 57.95,R$ -2.45,"R$ +2,290.93",0.89,"R$ 142,561.92"
2023-06-30 20:00,ETH,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ETH,98.0,$1926.9230,$1772.7691 (8.00%),$1772.7691,$2235.2307,-0.53,0.53,2023-07-21 20:00,$1890.8400,Time-Stop (21d),R$ 48.94,R$ 130.93,R$ -785.10,-0.3,"R$ 141,776.82"
2023-07-08 20:00,BTC,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,BTC,107.2,$30115.0500,$29061.0232 (3.50%),$29061.0232,$32223.1035,-0.81,1.41,2023-07-24 08:00,$29037.7744,Stop Loss Inicial,R$ 111.04,R$ 170.40,"R$ -2,882.88",-1.13,"R$ 138,893.95"
2023-07-13 12:00,SFP,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,92.2,$0.4562,$0.4223 (7.44%),$0.4223,$0.5241,-1.07,0.65,2023-07-24 08:00,$0.4220,Stop Loss Inicial,R$ 54.04,R$ 94.56,"R$ -2,756.56",-1.07,"R$ 136,137.39"
2023-07-21 12:00,TRX,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,94.0,$0.0809,$0.0776 (4.00%),$0.0810,$0.0874,-0.16,3.08,2023-07-22 00:00 | 2023-07-24 08:00,$0.0874 | $0.0809,Parcial Segurança (2.0R / 50%) | Stop BE Runner (50%),R$ 99.94,R$ -15.40,"R$ +2,534.62",0.97,"R$ 138,672.01"
2023-07-21 20:00,QTUM,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,100.5,$2.7494,$2.5970 (5.54%),$2.5970,$3.0541,-0.94,0.55,2023-07-24 08:00,$2.5950,Stop Loss Inicial,R$ 72.43,R$ 37.56,"R$ -2,747.76",-1.06,"R$ 135,924.26"
2023-08-01 04:00,IMX,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,106.9,$0.7540,$0.6983 (7.39%),$0.6983,$0.8654,-0.97,0.82,2023-08-13 16:00,$0.6977,Stop Loss Inicial,R$ 53.14,R$ 89.43,"R$ -2,690.87",-1.07,"R$ 133,233.38"
2023-08-14 04:00,HBAR,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,113.6,$0.0642,$0.0591 (8.00%),$0.0643,$0.0745,0.0,1.51,2023-08-15 04:00 | 2023-08-16 00:00,$0.0745 | $0.0642,Parcial Segurança (2.0R / 50%) | Stop BE Runner (50%),R$ 48.37,R$ -12.48,"R$ +2,447.60",0.99,"R$ 135,680.98"
2023-08-09 04:00,SOL,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,103.3,$24.3081,$22.3635 (8.00%),$22.3635,$28.1975,-0.77,0.45,2023-08-16 20:00,$22.3456,Stop Loss Inicial,R$ 49.20,R$ 59.63,"R$ -2,654.26",-1.05,"R$ 133,026.73"
2023-08-09 04:00,BTC,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,BTC,116.3,$29724.8550,$28271.3321 (4.89%),$28271.3321,$32631.9007,-1.24,0.1,2023-08-17 12:00,$28248.7151,Stop Loss Inicial,R$ 79.31,R$ 121.13,"R$ -2,762.49",-1.1,"R$ 130,264.23"
2023-08-01 08:00,DYDX,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,97.1,$2.0440,$1.8917 (7.45%),$1.8917,$2.3487,-1.06,1.27,2023-08-17 20:00,$1.8902,Stop Loss Inicial,R$ 52.68,R$ 139.01,"R$ -2,739.46",-1.09,"R$ 127,524.77"
2023-08-23 04:00,ETH,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,ETH,143.3,$1630.2445,$1714.5511 (5.17%),$1714.5511,$1461.6313,-1.01,0.0,2023-08-29 12:00,$1715.9227,Stop Loss Inicial,R$ 35.75,R$ -0.74,"R$ -1,255.45",-1.05,"R$ 126,269.32"
2023-09-19 04:00,TRB,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,129.2,$31.2886,$28.7855 (8.00%),$31.3199,$36.2948,0.0,1.98,2023-09-19 20:00 | 2023-09-22 00:00,$36.2948 | $31.2949,Parcial Segurança (2.0R / 50%) | Stop BE Runner (50%),R$ 23.32,R$ -804.46,"R$ +1,978.50",1.65,"R$ 128,247.82"
2023-09-01 12:00,ETH,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,ETH,101.0,$1645.4469,$1757.2689 (6.80%),$1757.2689,$1421.8027,-0.1,0.96,2023-09-22 12:00,$1592.6500,Time-Stop (21d),R$ 26.76,R$ -17.74,R$ +554.32,0.46,"R$ 128,802.14"
2023-09-01 16:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,108.7,$25785.1010,$27847.9091 (8.00%),$27847.9091,$21659.4848,-0.79,0.38,2023-09-22 16:00,$26525.1000,Time-Stop (21d),R$ 22.69,R$ -6.99,R$ -443.70,-0.37,"R$ 128,358.45"
2023-09-19 12:00,OGN,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,105.3,$0.0966,$0.0889 (8.00%),$0.0889,$0.1121,-0.9,0.2,2023-09-23 12:00,$0.0888,Stop Loss Inicial,R$ 23.36,R$ 15.07,"R$ -1,247.04",-1.04,"R$ 127,111.40"
2023-09-22 12:00,ETH,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,ETH,111.5,$1595.5718,$1655.6604 (3.77%),$1655.6604,$1475.3947,-1.03,0.46,2023-09-28 16:00,$1656.9849,Stop Loss Inicial,R$ 98.66,R$ -43.65,"R$ -2,538.88",-1.04,"R$ 124,572.52"
2023-09-25 16:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,108.1,$26217.8845,$27135.5105 (3.50%),$27135.5105,$24382.6326,-0.95,0.11,2023-09-28 16:00,$27157.2189,Stop Loss Inicial,R$ 104.94,R$ -6.92,"R$ -2,560.54",-1.06,"R$ 122,011.98"
2023-10-05 08:00,AAVE,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,119.5,$70.0150,$64.4138 (8.00%),$64.4138,$81.2174,-1.15,0.0,2023-10-09 08:00,$64.3623,Stop Loss Inicial,R$ 22.75,R$ 8.86,"R$ -1,208.41",-1.04,"R$ 120,803.57"
2023-10-07 04:00,BTC,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,BTC,118.3,$27904.9455,$26677.4571 (4.40%),$26677.4571,$30359.9222,-0.94,0.12,2023-10-11 16:00,$26656.1152,Stop Loss Inicial,R$ 40.66,R$ 15.68,"R$ -1,242.81",-1.07,"R$ 119,560.76"
2023-10-06 04:00,SFP,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,96.8,$0.5923,$0.5449 (8.00%),$0.5929,$0.6871,-0.32,2.15,2023-10-24 00:00 | 2023-11-07 12:00,$0.6871 | $0.6873,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 23.62,R$ 33.13,"R$ +2,278.41",1.95,"R$ 121,839.17"
2023-10-05 04:00,INJ,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,102.8,$7.5578,$6.9532 (8.00%),$7.5653,$8.7670,-0.55,8.86,2023-10-20 04:00 | 2023-11-17 12:00,$8.7670 | $15.1980,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 28.27,R$ 66.15,"R$ +8,439.46",7.24,"R$ 130,278.63"
2023-10-16 16:00,TRX,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,116.2,$0.0882,$0.0837 (5.07%),$0.0883,$0.0971,-0.09,2.47,2023-10-31 20:00 | 2023-11-20 20:00,$0.0971 | $0.1009,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 36.08,R$ 121.37,"R$ +2,622.75",2.28,"R$ 132,901.38"
2023-11-20 20:00,XVS,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,110.2,$7.4827,$6.8841 (8.00%),$6.8841,$8.6800,-0.53,0.0,2023-11-21 12:00,$6.8786,Stop Loss Inicial,R$ 49.89,R$ 6.12,"R$ -2,637.07",-1.03,"R$ 130,264.31"
2023-11-18 04:00,CELO,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,108.9,$0.5373,$0.4943 (8.00%),$0.4943,$0.6232,-0.89,0.3,2023-11-21 16:00,$0.4939,Stop Loss Inicial,R$ 48.74,R$ 44.69,"R$ -2,614.81",-1.05,"R$ 127,649.49"
2023-10-16 16:00,BTC,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,BTC,129.5,$28068.1270,$26166.7964 (6.77%),$28096.1952,$31870.7883,0.0,2.63,2023-10-23 20:00 | 2023-11-21 20:00,$31870.7883 | $35737.0000,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 28.04,R$ 109.50,"R$ +3,328.85",2.9,"R$ 130,978.34"
2023-11-22 16:00,BLUR,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,134.3,$0.5002,$0.4602 (8.00%),$0.4602,$0.5803,-1.11,0.0,2023-11-23 08:00,$0.4599,Stop Loss Inicial,R$ 49.05,R$ 7.57,"R$ -2,594.35",-1.03,"R$ 128,383.99"
2023-11-23 04:00,APE,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,100.0,$1.4967,$1.3770 (8.00%),$1.4982,$1.7362,-0.72,1.69,2023-11-25 12:00 | 2023-12-11 16:00,$1.7362 | $1.6050,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 49.87,R$ 99.87,"R$ +3,500.51",1.39,"R$ 131,884.49"
2023-11-23 08:00,ETH,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ETH,97.7,$2067.4832,$1902.0846 (8.00%),$2069.5507,$2398.2805,-0.44,1.92,2023-12-09 08:00 | 2023-12-12 16:00,$2398.2805 | $2180.4400,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 48.90,R$ 199.81,"R$ +3,071.35",1.24,"R$ 134,955.84"
2023-11-15 16:00,SNX,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,109.7,$2.8894,$2.6583 (8.00%),$2.8923,$3.3518,-0.43,4.21,2023-11-19 16:00 | 2023-12-17 20:00,$3.3518 | $3.7740,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 50.01,R$ 265.04,"R$ +6,643.71",2.78,"R$ 141,599.55"
2023-11-23 04:00,BTC,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,BTC,111.9,$37329.6555,$34697.9929 (7.05%),$37366.9852,$42592.9808,-0.22,2.47,2023-12-05 16:00 | 2023-12-18 00:00,$42592.9808 | $41107.0000,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 56.74,R$ 234.55,"R$ +4,027.45",1.6,"R$ 145,627.00"
2023-12-13 04:00,APE,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,118.4,$1.5908,$1.4639 (7.98%),$1.5924,$1.8446,-0.04,1.92,2023-12-14 12:00 | 2023-12-18 00:00,$1.8446 | $1.6430,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 51.43,R$ 42.55,"R$ +3,052.32",1.17,"R$ 148,679.32"
2023-12-17 20:00,ANKR,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,104.4,$0.0294,$0.0270 (8.00%),$0.0270,$0.0341,-0.81,0.0,2023-12-18 00:00,$0.0270,Stop Loss Inicial,R$ 52.95,R$ 4.65,"R$ -2,797.12",-1.03,"R$ 145,882.20"
2023-12-13 04:00,CHZ,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,120.1,$0.0812,$0.0751 (7.49%),$0.0751,$0.0934,-0.63,1.14,2023-12-18 08:00,$0.0751,Stop Loss Inicial,R$ 54.25,R$ 88.76,"R$ -2,778.74",-1.06,"R$ 143,103.45"
2023-12-20 16:00,LPT,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,173.0,$10.3802,$9.5498 (8.00%),$9.5498,$12.0410,-1.12,0.0,2023-12-20 20:00,$9.5421,Stop Loss Inicial,R$ 52.78,R$ 0.00,"R$ -2,783.64",-1.03,"R$ 140,319.81"
2023-12-20 20:00,LPT,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,167.1,$9.7659,$8.9846 (8.00%),$8.9846,$11.3284,-1.12,0.0,2023-12-22 12:00,$8.9774,Stop Loss Inicial,R$ 51.97,R$ 38.14,"R$ -2,778.86",-1.04,"R$ 137,540.95"
2023-12-22 16:00,GALA,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,102.0,$0.0326,$0.0300 (8.00%),$0.0300,$0.0378,-0.8,1.19,2023-12-29 20:00,$0.0300,Stop Loss Inicial,R$ 25.56,R$ 171.07,"R$ -1,518.93",-1.16,"R$ 136,022.02"
2023-12-20 04:00,C98,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,111.6,$0.2362,$0.2173 (8.00%),$0.2365,$0.2740,-0.47,2.62,2023-12-23 12:00 | 2024-01-03 12:00,$0.2740 | $0.2363,Parcial Segurança (2.0R / 50%) | Stop BE Runner (50%),R$ 52.01,R$ 330.14,"R$ +2,288.05",0.86,"R$ 138,310.07"
2024-01-04 16:00,SSV,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,116.0,$34.1771,$31.4429 (8.00%),$31.4429,$39.6454,-1.05,0.18,2024-01-05 12:00,$31.4178,Stop Loss Inicial,R$ 51.22,R$ 7.47,"R$ -2,708.47",-1.03,"R$ 135,601.59"
2024-01-05 04:00,JOE,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,107.2,$0.6545,$0.6022 (8.00%),$0.6022,$0.7593,-1.1,0.0,2024-01-05 16:00,$0.6017,Stop Loss Inicial,R$ 51.21,R$ 6.30,"R$ -2,706.88",-1.03,"R$ 132,894.71"
2023-12-19 12:00,NEAR,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,95.2,$2.4262,$2.2321 (8.00%),$2.4286,$2.8144,-0.02,5.34,2023-12-20 08:00 | 2024-01-06 00:00,$2.8144 | $3.3740,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 56.90,R$ 429.48,"R$ +8,693.46",3.26,"R$ 141,588.17"
2024-01-07 04:00,GMT,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,143.8,$0.4032,$0.3709 (8.00%),$0.3709,$0.4677,-0.49,1.27,2024-01-07 20:00,$0.3706,Stop Loss Inicial,R$ 51.54,R$ 6.90,"R$ -2,724.77",-1.03,"R$ 138,863.40"
2024-01-07 04:00,OGN,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,113.8,$0.1680,$0.1545 (8.00%),$0.1545,$0.1949,-0.99,0.0,2024-01-07 20:00,$0.1544,Stop Loss Inicial,R$ 51.53,R$ 6.67,"R$ -2,724.16",-1.03,"R$ 136,139.24"
2024-01-07 20:00,GMT,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,147.2,$0.4444,$0.4089 (8.00%),$0.4089,$0.5155,-2.42,0.0,2024-01-08 00:00,$0.4085,Stop Loss Inicial,R$ 49.94,R$ 2.79,"R$ -2,636.61",-1.03,"R$ 133,502.63"
2023-12-19 04:00,BTC,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,BTC,124.7,$43121.6500,$39671.9180 (8.00%),$39671.9180,$50021.1141,-0.34,1.13,2024-01-09 04:00,$46841.0000,Time-Stop (21d),R$ 52.18,R$ 501.23,"R$ +2,322.77",0.87,"R$ 135,825.40"
2024-01-09 04:00,MAV,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,102.9,$0.4367,$0.4018 (8.00%),$0.4018,$0.5066,-0.85,0.0,2024-01-09 12:00,$0.4015,Stop Loss Inicial,R$ 25.01,R$ 1.58,"R$ -1,320.25",-1.03,"R$ 134,505.15"
2024-01-09 04:00,ARPA,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,100.6,$0.0632,$0.0582 (8.00%),$0.0582,$0.0733,-0.8,0.0,2024-01-09 12:00,$0.0581,Stop Loss Inicial,R$ 25.00,R$ 1.58,"R$ -1,320.06",-1.03,"R$ 133,185.10"
2024-01-09 04:00,SKL,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,92.9,$0.0785,$0.0722 (8.00%),$0.0722,$0.0911,-1.11,0.0,2024-01-09 16:00,$0.0722,Stop Loss Inicial,R$ 25.00,R$ 3.09,"R$ -1,321.47",-1.03,"R$ 131,863.62"
2024-01-09 04:00,INJ,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,101.6,$42.8604,$39.4316 (8.00%),$39.4316,$49.7181,-0.89,0.0,2024-01-10 00:00,$39.4000,Stop Loss Inicial,R$ 25.00,R$ 4.70,"R$ -1,323.27",-1.03,"R$ 130,540.35"
2024-01-11 12:00,BLUR,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,112.9,$0.5877,$0.5407 (8.00%),$0.5407,$0.6817,-0.44,0.0,2024-01-11 16:00,$0.5402,Stop Loss Inicial,R$ 24.23,R$ 1.44,"R$ -1,279.24",-1.03,"R$ 129,261.11"
2024-01-11 12:00,FET,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,109.8,$0.7669,$0.7055 (8.00%),$0.7055,$0.8896,-0.97,0.0,2024-01-12 00:00,$0.7050,Stop Loss Inicial,R$ 24.23,R$ 2.95,"R$ -1,280.66",-1.03,"R$ 127,980.46"
2024-01-17 00:00,MAV,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,181.3,$0.6617,$0.6088 (8.00%),$0.6088,$0.7676,-1.06,0.58,2024-01-18 12:00,$0.6083,Stop Loss Inicial,R$ 24.23,R$ 7.35,"R$ -1,285.19",-1.03,"R$ 126,695.27"
2024-01-17 04:00,GMX,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,115.3,$53.3066,$49.5357 (7.07%),$49.5357,$60.8485,-0.98,0.0,2024-01-18 16:00,$49.4961,Stop Loss Inicial,R$ 27.28,R$ 8.65,"R$ -1,291.10",-1.04,"R$ 125,404.17"
2024-01-09 12:00,ARPA,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,96.9,$0.0613,$0.0564 (8.00%),$0.0613,$0.0711,-0.44,2.38,2024-01-12 04:00 | 2024-01-19 00:00,$0.0711 | $0.0643,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 49.81,R$ 65.54,"R$ +3,201.35",1.27,"R$ 128,605.53"
2024-01-10 16:00,ETH,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ETH,106.4,$2451.2350,$2255.1362 (8.00%),$2255.1362,$2843.4326,-1.19,1.06,2024-01-23 08:00,$2253.3321,Stop Loss Inicial,R$ 24.23,R$ 60.49,"R$ -1,338.33",-1.08,"R$ 127,267.20"
2024-01-26 08:00,CHR,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,106.2,$0.2662,$0.2449 (8.00%),$0.2449,$0.3088,-1.06,0.94,2024-01-31 20:00,$0.2447,Stop Loss Inicial,R$ 47.61,R$ 48.68,"R$ -2,559.29",-1.05,"R$ 124,707.91"
2024-01-26 08:00,CFX,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,98.3,$0.1930,$0.1776 (8.00%),$0.1932,$0.2239,0.0,1.92,2024-01-26 16:00 | 2024-02-04 20:00,$0.2239 | $0.2007,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 48.04,R$ 50.27,"R$ +2,950.66",1.21,"R$ 127,658.57"
2024-02-06 04:00,ENS,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,111.0,$20.7654,$19.1041 (8.00%),$20.7861,$24.0878,0.0,1.23,2024-02-07 00:00 | 2024-02-07 04:00,$24.0878 | $20.7695,Parcial Segurança (2.0R / 50%) | Stop BE Runner (50%),R$ 49.19,R$ 10.14,"R$ +2,466.05",0.98,"R$ 130,124.62"
2024-01-31 20:00,LINK,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,108.2,$15.7389,$14.4798 (8.00%),$15.7546,$18.2571,-0.44,1.94,2024-02-02 04:00 | 2024-02-21 04:00,$18.2571 | $18.7580,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 49.77,R$ 154.28,"R$ +5,161.04",2.12,"R$ 135,285.66"
2024-02-07 04:00,OP,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,113.6,$3.2709,$3.0093 (8.00%),$3.2742,$3.7943,-0.07,1.96,2024-02-12 12:00 | 2024-02-23 12:00,$3.7943 | $3.5769,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 51.75,R$ 234.68,"R$ +3,826.69",1.47,"R$ 139,112.35"
2024-01-26 04:00,NMR,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,137.5,$20.0100,$18.4092 (8.00%),$20.0300,$23.2116,-0.55,5.22,2024-02-02 20:00 | 2024-03-05 16:00,$23.2116 | $30.6200,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 53.67,R$ 366.80,"R$ +10,110.25",4.14,"R$ 149,222.60"
2024-01-26 04:00,TRX,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,112.9,$0.1135,$0.1064 (6.23%),$0.1136,$0.1277,-0.22,2.13,2024-02-06 08:00 | 2024-03-05 16:00,$0.1277 | $0.1350,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 63.35,R$ 415.68,"R$ +5,670.64",2.32,"R$ 154,893.24"
2024-02-25 04:00,ALGO,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,98.9,$0.1966,$0.1809 (8.00%),$0.1968,$0.2281,0.0,1.87,2024-02-29 08:00 | 2024-03-05 16:00,$0.2281 | $0.1966,Parcial Segurança (2.0R / 50%) | Stop BE Runner (50%),R$ 52.54,R$ 416.73,"R$ +2,228.07",0.83,"R$ 157,121.31"
2024-02-24 20:00,BCH,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,101.2,$268.0740,$253.3239 (5.50%),$268.3420,$297.5741,-0.3,8.03,2024-02-27 00:00 | 2024-03-16 16:00,$297.5741 | $385.6500,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 83.54,R$ 595.37,"R$ +12,755.75",4.73,"R$ 169,877.05"
2024-03-18 04:00,CELO,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,111.1,$1.2216,$1.1239 (8.00%),$1.1239,$1.4171,-0.87,0.0,2024-03-18 12:00,$1.1230,Stop Loss Inicial,R$ 60.37,R$ 3.92,"R$ -3,187.30",-1.03,"R$ 166,689.75"
2024-03-18 12:00,CELO,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,109.9,$1.2026,$1.1064 (8.00%),$1.1064,$1.3950,-0.86,0.0,2024-03-18 16:00,$1.1055,Stop Loss Inicial,R$ 59.44,R$ 3.94,"R$ -3,138.28",-1.03,"R$ 163,551.47"
2024-03-18 12:00,RUNE,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,107.4,$8.8014,$8.0973 (8.00%),$8.0973,$10.2096,-0.95,0.0,2024-03-18 16:00,$8.0908,Stop Loss Inicial,R$ 59.43,R$ 8.48,"R$ -3,142.38",-1.03,"R$ 160,409.09"
2024-03-21 04:00,ACH,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,114.8,$0.0380,$0.0350 (8.00%),$0.0350,$0.0441,-0.59,0.28,2024-03-22 12:00,$0.0350,Stop Loss Inicial,R$ 28.81,R$ 18.19,"R$ -1,537.34",-1.04,"R$ 158,871.75"
2024-03-21 04:00,AR,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,96.3,$34.6203,$31.8507 (8.00%),$34.6549,$40.1595,-0.27,1.8,2024-03-25 08:00 | 2024-04-01 08:00,$40.1595 | $36.6020,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 29.19,R$ 114.49,"R$ +1,861.25",1.26,"R$ 160,733.01"
2024-04-01 16:00,XTZ,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,97.0,$1.3207,$1.2678 (4.00%),$1.2678,$1.4263,-0.92,0.59,2024-04-02 00:00,$1.2668,Stop Loss Inicial,R$ 114.76,R$ 17.53,"R$ -3,189.02",-1.06,"R$ 157,543.98"
2024-04-02 00:00,XTZ,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,99.3,$1.3527,$1.2699 (6.12%),$1.2699,$1.5183,-1.0,0.0,2024-04-02 04:00,$1.2688,Stop Loss Inicial,R$ 74.54,R$ 0.00,"R$ -3,061.98",-1.04,"R$ 154,482.00"
