Data Entrada,Ativo,Direção,Regime,Regime Macro,Classe,Score,Preço Entrada,Stop Inicial,Stop Final,BE/Parcial (2.0R),MAE (R),MFE (R),Datas Saída,Preços Saída,Motivo Saída,Taxas (R$),Funding (R$),Resultado (R$),Resultado (R),Saldo Acumulado (R$)
2024-04-03 04:00,OGN,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,104.1,$0.2187,$0.2012 (8.00%),$0.2189,$0.2537,-0.38,1.39,2024-04-09 00:00 | 2024-04-10 00:00,$0.2537 | $0.2188,Parcial Segurança (2.0R / 50%) | Stop BE Runner (50%),R$ 38.18,R$ 73.92,"R$ +1,848.03",0.94,"R$ 131,556.39"
2024-03-20 20:00,BCH,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,123.5,$406.4631,$373.9461 (8.00%),$406.8696,$471.4972,-0.11,4.67,2024-03-23 12:00 | 2024-04-12 12:00,$471.4972 | $579.8100,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 20.26,R$ 129.25,"R$ +3,304.61",3.51,"R$ 134,861.00"
2024-04-04 04:00,ANKR,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,106.4,$0.0522,$0.0480 (7.95%),$0.0522,$0.0605,0.0,2.12,2024-04-06 16:00 | 2024-04-12 12:00,$0.0605 | $0.0548,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 39.43,R$ 53.37,"R$ +2,533.31",1.28,"R$ 137,394.31"
2024-04-04 08:00,1000XEC,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,99.9,$0.0650,$0.0598 (8.00%),$0.0650,$0.0753,0.0,2.59,2024-04-06 08:00 | 2024-04-12 12:00,$0.0753 | $0.0665,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 38.94,R$ 67.51,"R$ +2,167.27",1.09,"R$ 139,561.58"
2024-04-10 04:00,QTUM,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,118.3,$4.8344,$4.4477 (8.00%),$4.8393,$5.6079,-0.44,2.11,2024-04-12 08:00 | 2024-04-12 16:00,$5.6079 | $4.8354,Parcial Segurança (2.0R / 50%) | Stop BE Runner (50%),R$ 40.41,R$ 18.91,"R$ +2,015.53",0.97,"R$ 141,577.11"
2024-04-12 12:00,ONT,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,158.7,$0.4689,$0.4314 (8.00%),$0.4314,$0.5440,-2.06,0.0,2024-04-12 16:00,$0.4311,Stop Loss Inicial,R$ 42.02,R$ -51.45,"R$ -2,164.57",-1.0,"R$ 139,412.54"
2024-04-20 04:00,FET,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,114.9,$2.1572,$1.9846 (8.00%),$2.1593,$2.5023,0.0,2.09,2024-04-21 00:00 | 2024-04-24 20:00,$2.5023 | $2.2694,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 41.93,R$ 10.32,"R$ +2,762.28",1.3,"R$ 142,174.82"
2024-04-20 04:00,AR,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,122.8,$28.1231,$25.8732 (8.00%),$28.1512,$32.6227,0.0,1.58,2024-04-20 16:00 | 2024-04-25 04:00,$32.6227 | $31.4760,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 42.61,R$ 15.54,"R$ +3,648.99",1.72,"R$ 145,823.81"
2024-04-20 04:00,NEAR,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,107.4,$5.6298,$5.1794 (8.00%),$5.6354,$6.5306,0.0,2.16,2024-04-22 00:00 | 2024-04-30 08:00,$6.5306 | $6.2320,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 42.48,R$ 42.90,"R$ +3,457.99",1.63,"R$ 149,281.80"
2024-05-05 16:00,NEAR,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,109.6,$7.4507,$6.8547 (8.00%),$6.8547,$8.6428,-1.09,0.2,2024-05-08 20:00,$6.8492,Stop Loss Inicial,R$ 44.37,R$ 25.14,"R$ -2,365.09",-1.04,"R$ 146,916.71"
2024-04-20 04:00,SFP,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,94.7,$0.8180,$0.7526 (8.00%),$0.7526,$0.9489,-0.72,0.76,2024-05-11 04:00,$0.8111,Time-Stop (21d),R$ 39.98,R$ 115.26,R$ -379.41,-0.18,"R$ 146,537.30"
2024-05-15 16:00,NEAR,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,105.0,$7.6688,$7.0553 (8.00%),$7.0553,$8.8958,-0.93,1.34,2024-06-04 04:00,$7.0497,Stop Loss Inicial,R$ 43.66,R$ 167.15,"R$ -2,469.59",-1.1,"R$ 144,067.71"
2024-06-06 08:00,BCH,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,113.7,$493.2565,$458.9961 (6.95%),$458.9961,$561.7774,-0.28,0.67,2024-06-07 16:00,$458.6289,Stop Loss Inicial,R$ 24.96,R$ 6.48,"R$ -1,159.78",-1.04,"R$ 142,907.94"
2024-05-27 04:00,BNB,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,103.2,$605.6427,$581.4170 (4.00%),$606.2483,$654.0941,-0.68,2.38,2024-06-04 12:00 | 2024-06-10 20:00,$654.0941 | $625.0000,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 86.35,R$ 205.00,"R$ +2,843.43",1.27,"R$ 145,751.37"
2024-06-10 16:00,UNI,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,117.8,$10.6663,$9.8130 (8.00%),$9.8130,$12.3729,-0.98,0.0,2024-06-11 00:00,$9.8052,Stop Loss Inicial,R$ 21.60,R$ 1.28,"R$ -1,140.48",-1.03,"R$ 144,610.89"
2024-06-13 00:00,LPT,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,124.7,$25.0245,$23.0225 (8.00%),$23.0225,$29.0284,-0.7,0.0,2024-06-14 00:00,$23.0041,Stop Loss Inicial,R$ 43.13,R$ 3.95,"R$ -2,278.19",-1.03,"R$ 142,332.70"
2024-05-30 16:00,BTC,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,BTC,104.6,$68600.6832,$65786.5857 (4.10%),$65786.5857,$74228.8782,-1.1,1.12,2024-06-14 16:00,$65733.9564,Stop Loss Inicial,R$ 83.57,R$ 260.46,"R$ -2,624.68",-1.17,"R$ 139,708.02"
2024-07-07 16:00,ETH,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,ETH,127.3,$2968.1152,$3161.2614 (6.51%),$3161.2614,$2581.8227,-0.92,0.47,2024-07-11 12:00,$3163.7904,Stop Loss Inicial,R$ 25.59,R$ -10.58,"R$ -1,103.93",-1.03,"R$ 138,604.08"
2024-07-04 04:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,109.5,$59062.8538,$63787.8821 (8.00%),$63787.8821,$49612.7972,-1.19,0.99,2024-07-15 20:00,$63838.9124,Stop Loss Inicial,R$ 20.96,R$ -35.06,"R$ -1,071.77",-1.0,"R$ 137,532.31"
2024-07-27 12:00,JASMY,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,107.5,$0.0318,$0.0293 (8.00%),$0.0293,$0.0369,-1.14,0.22,2024-07-31 16:00,$0.0293,Stop Loss Inicial,R$ 20.71,R$ 14.22,"R$ -1,106.47",-1.04,"R$ 136,425.85"
2024-07-30 12:00,XLM,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,98.0,$0.1025,$0.0961 (6.29%),$0.0961,$0.1155,-0.92,0.44,2024-08-01 16:00,$0.0960,Stop Loss Inicial,R$ 26.12,R$ 6.21,"R$ -1,107.06",-1.04,"R$ 135,318.78"
2024-08-07 08:00,ETH,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,ETH,133.0,$2508.5251,$2709.2071 (8.00%),$2709.2071,$2107.1611,-0.86,0.83,2024-08-08 20:00,$2711.3745,Stop Loss Inicial,R$ 20.42,R$ 1.80,"R$ -1,080.46",-1.03,"R$ 134,238.32"
2024-08-15 04:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,98.0,$58390.7900,$63062.0532 (8.00%),$63062.0532,$49048.2636,-1.11,0.3,2024-08-23 16:00,$63112.5028,Stop Loss Inicial,R$ 20.29,R$ 5.94,"R$ -1,077.61",-1.04,"R$ 133,160.71"
2024-08-23 04:00,XRP,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,102.3,$0.5987,$0.5719 (4.48%),$0.5719,$0.6523,-1.21,0.78,2024-08-27 20:00,$0.5714,Stop Loss Inicial,R$ 35.65,R$ 3.52,"R$ -1,098.02",-1.05,"R$ 132,062.69"
2024-08-15 04:00,ETH,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,ETH,97.8,$2650.1743,$2862.1882 (8.00%),$2862.1882,$2226.1464,-0.67,1.31,2024-09-05 04:00,$2411.5000,Time-Stop (21d),R$ 20.38,R$ -20.05,"R$ +1,170.52",1.13,"R$ 133,233.22"
2024-09-01 20:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,123.2,$58451.5596,$60511.4071 (3.52%),$58393.1080,$54331.8645,-0.32,2.15,2024-09-06 12:00 | 2024-09-10 16:00,$54331.8645 | $57923.6000,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 44.55,R$ -1.16,"R$ +1,114.45",1.09,"R$ 134,347.66"
