Data Entrada,Ativo,Direção,Regime,Regime Macro,Classe,Score,Preço Entrada,Stop Inicial,Stop Final,BE/Parcial (2.0R),MAE (R),MFE (R),Datas Saída,Preços Saída,Motivo Saída,Taxas (R$),Funding (R$),Resultado (R$),Resultado (R),Saldo Acumulado (R$)
2024-05-05 08:00,1000FLOKI,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,125.9,$0.1940,$0.1785 (8.00%),$0.1785,$0.2250,-0.88,0.0,2024-05-06 16:00,$0.1783,Stop Loss Inicial,R$ 27.35,R$ 4.13,"R$ -1,446.40",-1.03,"R$ 91,607.41"
2024-04-20 04:00,SFP,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,94.7,$0.8180,$0.7526 (8.00%),$0.7526,$0.9489,-0.72,0.76,2024-05-11 04:00,$0.8111,Time-Stop (21d),R$ 13.07,R$ 37.81,R$ -124.19,-0.18,"R$ 91,483.23"
2024-05-16 04:00,NEAR,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,113.0,$8.1761,$7.5220 (8.00%),$7.5220,$9.4843,-0.79,0.48,2024-05-23 12:00,$7.5160,Stop Loss Inicial,R$ 26.94,R$ 32.79,"R$ -1,453.70",-1.05,"R$ 90,029.53"
2024-05-23 00:00,BNB,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,112.9,$615.5476,$587.2318 (4.60%),$587.2318,$672.1793,-0.74,0.0,2024-05-23 12:00,$586.7620,Stop Loss Inicial,R$ 46.11,R$ 4.38,"R$ -1,455.28",-1.05,"R$ 88,574.25"
2024-05-26 00:00,NEAR,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,95.0,$8.2411,$7.5818 (8.00%),$7.5818,$9.5597,-0.92,0.0,2024-05-28 12:00,$7.5758,Stop Loss Inicial,R$ 13.06,R$ 5.66,R$ -694.49,-1.04,"R$ 87,879.76"
2024-05-26 00:00,DOGE,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,120.5,$0.1742,$0.1603 (8.00%),$0.1603,$0.2021,-1.13,0.0,2024-05-30 04:00,$0.1601,Stop Loss Inicial,R$ 13.06,R$ 11.93,R$ -700.81,-1.05,"R$ 87,178.95"
2024-06-05 12:00,AR,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,113.8,$44.8964,$41.3047 (8.00%),$41.3047,$52.0799,-0.84,0.0,2024-06-06 20:00,$41.2717,Stop Loss Inicial,R$ 12.95,R$ 3.67,R$ -686.82,-1.03,"R$ 86,492.13"
2024-06-06 00:00,POLYX,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,108.5,$0.4546,$0.4182 (8.00%),$0.4182,$0.5273,-0.63,0.44,2024-06-07 16:00,$0.4179,Stop Loss Inicial,R$ 12.95,R$ 4.97,R$ -688.05,-1.04,"R$ 85,804.08"
2024-05-26 04:00,BNB,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,104.9,$602.9013,$578.7852 (4.00%),$603.5042,$651.1334,-0.57,2.5,2024-06-04 12:00 | 2024-06-10 20:00,$651.1334 | $625.0000,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 25.84,R$ 64.19,R$ +886.33,1.32,"R$ 86,690.41"
2024-06-11 00:00,POLYX,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,122.3,$0.5074,$0.4668 (8.00%),$0.4668,$0.5886,-1.2,0.33,2024-06-13 12:00,$0.4665,Stop Loss Inicial,R$ 25.60,R$ 5.66,"R$ -1,355.87",-1.03,"R$ 85,334.53"
2024-05-25 08:00,BTC,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,BTC,120.7,$68809.4876,$64632.2143 (6.07%),$64632.2143,$77164.0341,-0.79,0.7,2024-06-15 08:00,$66305.2000,Time-Stop (21d),R$ 16.85,R$ 72.54,R$ -490.86,-0.73,"R$ 84,843.67"
2024-07-06 08:00,ETH,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,ETH,134.4,$3001.3086,$3241.4133 (8.00%),$3241.4133,$2521.0992,-1.01,0.51,2024-07-14 20:00,$3244.0064,Stop Loss Inicial,R$ 25.18,R$ -27.22,"R$ -1,302.76",-1.01,"R$ 83,540.91"
2024-07-04 04:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,109.5,$59062.8538,$63787.8821 (8.00%),$63787.8821,$49612.7972,-1.19,0.99,2024-07-15 20:00,$63838.9124,Stop Loss Inicial,R$ 25.18,R$ -40.10,"R$ -1,289.55",-1.0,"R$ 82,251.36"
2024-07-26 20:00,TRX,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,102.3,$0.1374,$0.1319 (4.00%),$0.1319,$0.1484,-1.14,0.27,2024-07-31 00:00,$0.1318,Stop Loss Inicial,R$ 24.02,R$ 5.51,R$ -669.31,-1.07,"R$ 81,582.05"
2024-07-27 12:00,JASMY,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,107.5,$0.0318,$0.0293 (8.00%),$0.0293,$0.0369,-1.14,0.22,2024-07-31 16:00,$0.0293,Stop Loss Inicial,R$ 12.24,R$ 8.46,R$ -654.16,-1.04,"R$ 80,927.89"
2024-07-26 04:00,BTC,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,BTC,116.1,$67047.5070,$61911.7964 (7.66%),$61911.7964,$77318.9281,-1.08,0.49,2024-08-02 20:00,$61862.2670,Stop Loss Inicial,R$ 12.77,R$ 13.63,R$ -660.18,-1.05,"R$ 80,267.71"
2024-07-27 12:00,KAS,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,106.7,$0.1929,$0.1774 (8.00%),$0.1774,$0.2237,-1.24,0.9,2024-08-03 16:00,$0.1773,Stop Loss Inicial,R$ 12.24,R$ 12.83,R$ -658.48,-1.05,"R$ 79,609.22"
2024-08-12 04:00,ETH,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,ETH,96.1,$2538.9099,$2742.0227 (8.00%),$2742.0227,$2132.6843,-0.9,0.0,2024-08-12 20:00,$2744.2163,Stop Loss Inicial,R$ 11.89,R$ -1.04,R$ -626.75,-1.03,"R$ 78,982.47"
2024-08-12 04:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,103.3,$58459.3557,$63136.1042 (8.00%),$63136.1042,$49105.8588,-1.09,0.31,2024-08-23 16:00,$63186.6130,Stop Loss Inicial,R$ 11.89,R$ 4.11,R$ -631.95,-1.04,"R$ 78,350.52"
2024-08-23 16:00,SUI,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,113.4,$0.9829,$0.9043 (8.00%),$0.9043,$1.1402,-1.04,0.55,2024-08-27 08:00,$0.9035,Stop Loss Inicial,R$ 11.72,R$ 8.27,R$ -626.31,-1.04,"R$ 77,724.21"
2024-08-12 20:00,ETH,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,ETH,95.9,$2657.6705,$2822.5275 (6.20%),$2822.5275,$2327.9565,-0.81,1.41,2024-09-02 20:00,$2536.7400,Time-Stop (21d),R$ 14.95,R$ -11.31,R$ +439.92,0.73,"R$ 78,164.13"
2024-09-02 04:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,124.8,$57679.7457,$60220.3393 (4.40%),$57622.0660,$52598.5585,-0.56,1.64,2024-09-06 20:00 | 2024-09-09 20:00,$52598.5585 | $57668.1636,Parcial Segurança (2.0R / 50%) | Stop BE Runner (50%),R$ 20.78,R$ -2.07,R$ +579.59,0.97,"R$ 78,743.72"
2024-09-07 08:00,ETH,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,ETH,119.0,$2285.8865,$2468.7574 (8.00%),$2468.7574,$1920.1446,-0.95,0.23,2024-09-19 16:00,$2470.7324,Stop Loss Inicial,R$ 23.61,R$ -12.46,"R$ -1,234.26",-1.02,"R$ 77,509.46"
2024-09-28 04:00,CRV,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,99.6,$0.3182,$0.2927 (8.00%),$0.2927,$0.3691,-0.87,0.0,2024-09-30 00:00,$0.2925,Stop Loss Inicial,R$ 23.28,R$ 8.54,"R$ -1,236.44",-1.04,"R$ 76,273.02"
2024-09-17 16:00,XRP,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,113.9,$0.5906,$0.5439 (7.91%),$0.5439,$0.6840,-0.57,1.48,2024-09-30 00:00,$0.6449,Fechamento Fim do Período (MtM),R$ 24.04,R$ 46.84,"R$ +1,337.89",1.1,"R$ 77,610.91"
2024-09-27 04:00,LTC,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,97.3,$69.0045,$64.1468 (7.04%),$64.1468,$78.7199,-0.24,0.49,2024-09-30 00:00,$67.8500,Fechamento Fim do Período (MtM),R$ 25.23,R$ 15.43,R$ -324.39,-0.27,"R$ 77,286.53"
